FID,Site_ID,Site_Name,Gov_Level,State,Prot_Lvl,Mgmt_Agen,Mgmt_Plan,Pri_Con_Fo,Cons_Focus,Fish_Rstr,Prot_Focus,Permanence,Constancy,Estab_Yr,Anchor,Vessel,IUCN_MPA,IUCNcat,Category,Marine,URL,WDPA_Cd,ProSeasID,Design,AreaKm,AreaMar,MarPercent,AreaNT,Longitude,Latitude,VxCount,SHAPE_Leng,Shape__Area,Shape__Length
57,FL501,Biscayne Bay Aquatic Preserve,State,FL,Zoned w/No Take Areas,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1974,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://floridadep.gov/coastal/sites/biscayne/,0,FL501,Aquatic Preserve,278.655,273.7592688,98,0.116076461,-80.22767564,25.62200035,9025,4.905391977,344198799.4,575040.7904
58,FL502,Cockroach Bay Preserve State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1997, , ,1,IV,IUCN MPA,Mixed,https://www.floridastateparks.org/park/cockroach-bay,555585658,FL502,State Park,2.48811,0.684929346,28,0,-82.49319488,27.70905549,5710,0.934300581,3186201.354,109782.4772
59,FL503,Coupon Bight Aquatic Preserve,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1969, , ,1,IV,IUCN MPA,Marine,https://floridadep.gov/coastal/sites/coupon/,555586757,FL503,Aquatic Preserve,18.7033,18.69623354,100,0,-81.3661414,24.63657355,1267,0.618139531,22736564.46,71484.8672
60,FL505,Estero Bay Preserve State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1987, , ,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/estero-bay,666646,FL505,State Park,45.7897,1.527027308,3,0,-81.89151548,26.46455661,10219,2.157169825,57369274.44,254580.7201
61,FL506,Fort Clinch State Park Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1970,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://floridadep.gov/rcp/aquatic-preserve/locations/nassau-river-st-johns-river-marshes-and-ft-clinch-aquatic-preserves,555586766,FL506,Aquatic Preserve,30.4793,30.41643708,100,0,-81.41697399,30.69362615,508,0.361603908,41352365.93,42756.04616
62,FL507,Guana River Marsh Aquatic Preserve,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,"Natural Heritage, Cultural Heritage and Sustainable Production",No Site Restrictions,Ecosystem,Permanent,Year-round,1984,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://floridadep.gov/coastal/sites/gtm/guana.htm,555586767,FL507,Aquatic Preserve,165.608,113.4274723,68,0,-81.32308755,30.06773999,4229,1.130381249,221872545.7,136159.6103
63,FL508,Indian River Lagoon Preserve State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2000, , ,1,IV,IUCN MPA,Mixed,https://www.floridastateparks.org/park/indian-river-lagoon,555585660,FL508,State Park,2.28249,0.15325976,7,0,-80.50216078,27.94261275,5048,0.230328899,2935354.973,27349.61626
64,FL509,Indian River - Malabar to Vero Beach Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1969,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://floridadep.gov/rcp/aquatic-preserve/locations/indian-river-malabar-vero-beach-aquatic-preserve,555586768,FL509,Aquatic Preserve,111.215,106.4613404,96,0,-80.48315575,27.87752431,11826,2.68861151,142874465.1,321163.5007
65,FL510,Indian River - Vero Beach to Ft. Pierce Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,No Site Restrictions,Ecosystem,Permanent,Year-round,1969,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://floridadep.gov/coastal/sites/indian-vero/,555586769,FL510,Aquatic Preserve,38.8647,35.06875476,90,0,-80.34063089,27.54712462,2492,0.759386835,49629827.1,90602.88348
66,FL511,Jensen Beach to Jupiter Inlet Aquatic Preserve,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,No Site Restrictions,Ecosystem,Permanent,Year-round,1969, , ,1,IV,IUCN MPA,Marine,https://floridadep.gov/coastal/sites/jensen/,555586770,FL511,Aquatic Preserve,93.4208,90.96166081,97,0,-80.22928783,27.28318923,10350,2.453361866,118734970.4,292518.8021
67,FL512,Lignumvitae Key Aquatic Preserve,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1969,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://floridadep.gov/rcp/aquatic-preserve/locations/lignumvitae-key-aquatic-preserve,555586771,FL512,Aquatic Preserve,33.4854,33.48295447,100,0,-80.67780683,24.91853299,358,0.450367247,40889707.85,52662.81061
68,FL513,Loxahatchee River - Lake Worth Creek Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1970, , ,1,IV,IUCN MPA,Mixed,https://floridadep.gov/coastal/sites/loxahatchee/,555586772,FL513,Aquatic Preserve,8.21849,5.916248352,72,0,-80.11429491,26.94874538,3827,0.737406398,10385495.02,86833.12683
69,FL514,Mosquito Lagoon Aquatic Preserve,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1970,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://floridadep.gov/rcp/aquatic-preserve/locations/mosquito-lagoon-aquatic-preserve,555586773,FL514,Aquatic Preserve,19.1847,5.991399385,31,0,-80.87212339,28.97344724,174,0.202714378,25156229.08,24083.54055
70,FL515,Nassau River - St. Johns River Marshes Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1969, , ,1,IV,IUCN MPA,Mixed,https://floridadep.gov/rcp/aquatic-preserve/locations/nassau-river-st-johns-river-marshes-and-ft-clinch-aquatic-preserves,555586774,FL515,Aquatic Preserve,285.225,130.4913774,46,0,-81.46663619,30.49223537,2454,1.624666684,385387708.8,195822.6237
71,FL516,"North Fork, St. Lucie Aquatic Preserve",State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1984, , ,1,IV,IUCN MPA,Mixed,https://floridadep.gov/coastal/sites/northfork/,555586775,FL516,Aquatic Preserve,20.3829,9.372663569,46,0,-80.31656624,27.23902172,603,0.498294183,25902717.79,60036.17971
72,FL517,Crystal River Preserve State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1974, , ,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/Crystal-River-Preserve,666642,FL517,State Park,113.287,3.697817224,3,0,-82.64972133,28.80568686,100702,10.76679956,148220956.5,1276377.779
73,FL518,Pellicer Creek Aquatic Preserve,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1970, , ,1,IV,IUCN MPA,Mixed,https://floridadep.gov/coastal/sites/gtm/pellicer.htm,555586776,FL518,Aquatic Preserve,2.62862,0.640037638,24,0,-81.256653,29.66590009,127,0.149911526,3493117.209,17617.02109
74,FL519,Pumpkin Hill Creek Preserve State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1994, , ,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/Pumpkin-Hill,555585661,FL519,State Park,16.5017,0.002611121,0,0,-81.51457117,30.47009089,1429,0.579552493,22286432.33,68942.80623
75,FL521,Terra Ceia Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1983,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://floridadep.gov/rcp/aquatic-preserve/locations/terra-ceia-aquatic-preserve,555586758,FL521,Aquatic Preserve,85.5555,84.71093864,99,0,-82.62135777,27.5809803,5733,1.540789153,109319482.4,180825.5194
76,FL522,Tomoka Marsh Aquatic Preserve,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1969, , ,1,IV,IUCN MPA,Mixed,https://floridadep.gov/coastal/sites/tomoka/,555586777,FL522,Aquatic Preserve,20.0497,9.241473043,46,0,-81.09624099,29.37346485,2642,0.982986555,26493943.09,119535.419
77,FL524,Yellow River Marsh Aquatic Preserve,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1970,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://floridadep.gov/rcp/aquatic-preserve/locations/yellow-river-marsh-aquatic-preserve,555586759,FL524,Aquatic Preserve,60.2581,31.17754911,52,0,-86.99723884,30.53277893,1005,0.566920769,81482759.56,68167.05189
78,FL526,Rookery Bay Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1975,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://floridadep.gov/coastal/sites/rookery/rookery_bay.htm,555586901,FL526,Aquatic Preserve,235.029,123.1910711,52,0,-81.70839464,25.86679841,162,0.958714604,291925977.6,113377.2217
79,FL6,Cape Romano - Ten Thousand Islands Aquatic Preserve,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1969,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://floridadep.gov/coastal/sites/rookery/cape_romano.htm,555586760,FL6,Aquatic Preserve,208.299,112.1625167,54,0,-81.56130448,25.89156145,1012,0.818212286,258449712.4,95688.20945
80,FL7,Charlotte Harbor Preserve State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1970, , ,1,IV,IUCN MPA,Mixed,https://www.floridastateparks.org/park/charlotte-harbor,666639,FL7,State Park,183.227,11.00311555,6,0,-82.13611044,26.8472668,33803,7.054870809,230863781.8,835136.8033
81,FL750,Amelia Island State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1983,Unrestricted,Unrestricted,1,IV,IUCN MPA,Interface,https://www.stateparks.com/amelia_island_state_park_in_florida.html,555585996,FL750,State Park,0.816882,0.033374909,4,0,-81.43953626,30.52136142,243,0.058518156,1104397.529,6956.844597
82,FL751,Anastasia State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1949, , ,1,IV,IUCN MPA,Mixed,https://www.floridastateparks.org/park/anastasia,555585997,FL751,State Park,6.50974,1.486117671,23,0,-81.27905266,29.88547176,395,0.198546062,8689095.432,23877.43403
83,FL752,Anclote Key State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1960,Unrestricted,Unrestricted,1,IV,IUCN MPA,Marine,https://www.floridastateparks.org/park/Anclote-Key,555585657,FL752,State Park,49.4112,48.11731436,97,0,-82.84013727,28.17721631,76,0.488574827,63827300.47,59453.69401
84,FL753,Avalon State Park,State,FL,Zoned Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1985, ,Unrestricted,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/avalon,555585998,FL753,State Park,2.62434,0.022584381,1,0,-80.3246037,27.54386611,425,0.160111712,3351061.338,18924.74318
85,FL754,Bahia Honda State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1961,Unrestricted,Unrestricted,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/Bahia-Honda,22983,FL754,State Park,1.98762,0.097445409,5,0,-81.26217967,24.66640022,456,0.146424388,2417380.533,16794.9231
86,FL755,Bald Point State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1999, , ,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/Bald-Point,555585999,FL755,State Park,19.7382,0.579045586,3,0,-84.35803221,29.92934768,3339,0.399498208,26369184.2,47984.79098
87,FL756,Big Talbot Island State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1982, , ,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/Big-Talbot-Island,555586778,FL756,State Park,6.9243,0.168439222,2,0,-81.43983189,30.48013697,1226,0.523427939,9353569.299,63812.332
88,FL757,Big Lagoon State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1977, , ,1,IV,IUCN MPA,Mixed,https://www.floridastateparks.org/park/big-lagoon,555586000,FL757,State Park,2.97335,0.223201052,8,0,-87.41020818,30.31507355,327,0.081974026,4003075.598,9583.909091
89,FL758,Bill Baggs Cape Florida State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1966,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://www.floridastateparks.org/park/Cape-Florida,22991,FL758,State Park,1.74663,0.128818648,7,0,-80.1595871,25.67575293,83,0.056740297,2159358.969,6688.889143
90,FL759,Bulow Creek State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1981,Unrestricted, ,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/bulow-creek,666638,FL759,State Park,21.1298,0.171641748,1,0,-81.11623205,29.38133275,1146,0.704760908,27925550.48,84533.569
91,FL760,Bulow Plantation Ruins Historic State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1945, , ,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/Bulow-Plantation,555586907,FL760,Historic State Park,0.598905,0.002360705,0,0,-81.142673,29.43455215,79,0.054600683,792347.7461,6336.839396
92,FL761,Caladesi Island State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1966,Unrestricted,Restricted,1,IV,IUCN MPA,Mixed,https://www.floridastateparks.org/park/Caladesi-Island,22990,FL761,State Park,9.99663,7.400197689,74,0,-82.81393694,28.02149589,298,0.156120844,12876202.83,19131.31964
93,FL762,Camp Helen State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1996,Unrestricted,Unrestricted,1,IV,IUCN MPA,Interface,https://www.floridastateparks.org/park/Camp-Helen,555586005,FL762,State Park,0.742558,0.023618582,3,0,-85.99233849,30.27307852,491,0.086968347,998873.2129,10229.99882
94,FL763,Cayo Costa State Park,State,FL,Uniform Multiple Use,Florida Department of Environmental Protection,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1976,Unrestricted,Unrestricted,1,IV,IUCN MPA,Mixed,https://www.floridastateparks.org/park/Cayo-Costa,29731,FL763,State Park,9.73151,0.797705634,8,0,-82.23866983,26.65757609,5686,1.205742995,12233178.32,143871.7764
